YEAR,MONTH,DAY_OF_MONTH,FL_DATE,UNIQUE_CARRIER,ORIGIN,DEST,DEP_DELAY_NEW
2014,1,5,1/5/14,MQ,JFK,DCA,
2014,1,6,1/6/14,MQ,JFK,DCA,0
2014,1,7,1/7/14,MQ,JFK,DCA,2
2014,1,8,1/8/14,MQ,JFK,DCA,0
2014,1,9,1/9/14,MQ,JFK,DCA,0
2014,1,10,1/10/14,MQ,JFK,DCA,0
2014,1,11,1/11/14,MQ,JFK,DCA,27
2014,1,12,1/12/14,MQ,JFK,DCA,0
2014,1,13,1/13/14,MQ,JFK,DCA,0
2014,1,14,1/14/14,MQ,JFK,DCA,8
2014,1,15,1/15/14,MQ,JFK,DCA,
2014,1,16,1/16/14,MQ,JFK,DCA,16
2014,1,17,1/17/14,MQ,JFK,DCA,0
2014,1,18,1/18/14,MQ,JFK,DCA,2
2014,1,19,1/19/14,MQ,JFK,DCA,0
2014,1,20,1/20/14,MQ,JFK,DCA,0
2014,1,21,1/21/14,MQ,JFK,DCA,
2014,1,22,1/22/14,MQ,JFK,DCA,116
2014,1,23,1/23/14,MQ,JFK,DCA,0
2014,1,24,1/24/14,MQ,JFK,DCA,27
2014,1,25,1/25/14,MQ,JFK,DCA,
2014,1,26,1/26/14,MQ,JFK,DCA,0
2014,1,27,1/27/14,MQ,JFK,DCA,0
2014,1,28,1/28/14,MQ,JFK,DCA,0
2014,1,29,1/29/14,MQ,JFK,DCA,34
2014,1,30,1/30/14,MQ,JFK,DCA,29
2014,1,31,1/31/14,MQ,JFK,DCA,0
2014,1,8,1/8/14,MQ,JFK,RDU,9
2014,1,9,1/9/14,MQ,JFK,RDU,0
2014,1,10,1/10/14,MQ,JFK,RDU,0
2014,1,11,1/11/14,MQ,JFK,RDU,
2014,1,12,1/12/14,MQ,JFK,RDU,26
2014,1,13,1/13/14,MQ,JFK,RDU,0
2014,1,14,1/14/14,MQ,JFK,RDU,6
2014,1,15,1/15/14,MQ,JFK,RDU,
2014,1,16,1/16/14,MQ,JFK,RDU,0
2014,1,17,1/17/14,MQ,JFK,RDU,0
2014,1,18,1/18/14,MQ,JFK,RDU,0
2014,1,19,1/19/14,MQ,JFK,RDU,5
2014,1,20,1/20/14,MQ,JFK,RDU,0
2014,1,21,1/21/14,MQ,JFK,RDU,59
2014,1,22,1/22/14,MQ,JFK,RDU,
2014,1,23,1/23/14,MQ,JFK,RDU,13
2014,1,24,1/24/14,MQ,JFK,RDU,0
2014,1,25,1/25/14,MQ,JFK,RDU,0
2014,1,26,1/26/14,MQ,JFK,RDU,0
2014,1,27,1/27/14,MQ,JFK,RDU,0
2014,1,28,1/28/14,MQ,JFK,RDU,0
2014,1,29,1/29/14,MQ,JFK,RDU,13
2014,1,30,1/30/14,MQ,JFK,RDU,115
2014,1,31,1/31/14,MQ,JFK,RDU,0
2014,1,7,1/7/14,EV,JFK,IAD,10
2014,1,12,1/12/14,EV,JFK,IAD,0
2014,1,13,1/13/14,EV,JFK,IAD,94
2014,1,9,1/9/14,EV,JFK,IAD,21
2014,1,11,1/11/14,EV,JFK,IAD,1
2014,1,17,1/17/14,EV,JFK,IAD,0
2014,1,21,1/21/14,EV,JFK,IAD,
2014,1,23,1/23/14,EV,JFK,IAD,0
2014,1,19,1/19/14,EV,JFK,IAD,0
2014,1,14,1/14/14,EV,JFK,IAD,0
2014,1,27,1/27/14,EV,JFK,IAD,0
2014,1,20,1/20/14,EV,JFK,IAD,1
2014,1,29,1/29/14,EV,JFK,IAD,0
2014,1,25,1/25/14,EV,JFK,IAD,0
2014,1,31,1/31/14,EV,JFK,IAD,25
2014,1,10,1/10/14,EV,JFK,IAD,21
2014,1,28,1/28/14,EV,JFK,IAD,12
2014,1,22,1/22/14,EV,JFK,IAD,44
2014,1,8,1/8/14,EV,JFK,IAD,131
2014,1,16,1/16/14,EV,JFK,IAD,0
2014,1,30,1/30/14,EV,JFK,IAD,84
2014,1,18,1/18/14,EV,JFK,IAD,0
2014,1,26,1/26/14,EV,JFK,IAD,0
2014,1,24,1/24/14,EV,JFK,IAD,0
2014,1,15,1/15/14,EV,JFK,IAD,
2014,1,1,1/1/14,EV,JFK,IAD,0
2014,1,2,1/2/14,EV,JFK,IAD,
2014,1,4,1/4/14,EV,JFK,IAD,254
2014,1,7,1/7/14,EV,JFK,IAD,39
2014,1,13,1/13/14,EV,JFK,IAD,55
2014,1,15,1/15/14,EV,JFK,IAD,4
2014,1,12,1/12/14,EV,JFK,IAD,13
2014,1,17,1/17/14,EV,JFK,IAD,0
2014,1,9,1/9/14,EV,JFK,IAD,187
2014,1,21,1/21/14,EV,JFK,IAD,
2014,1,19,1/19/14,EV,JFK,IAD,38
2014,1,6,1/6/14,EV,JFK,IAD,8
2014,1,23,1/23/14,EV,JFK,IAD,0
2014,1,20,1/20/14,EV,JFK,IAD,0
2014,1,14,1/14/14,EV,JFK,IAD,69
2014,1,25,1/25/14,EV,JFK,IAD,121
2014,1,27,1/27/14,EV,JFK,IAD,0
2014,1,29,1/29/14,EV,JFK,IAD,94
2014,1,28,1/28/14,EV,JFK,IAD,57
2014,1,31,1/31/14,EV,JFK,IAD,0
2014,1,10,1/10/14,EV,JFK,IAD,56
2014,1,22,1/22/14,EV,JFK,IAD,75
2014,1,8,1/8/14,EV,JFK,IAD,29
2014,1,16,1/16/14,EV,JFK,IAD,99
2014,1,26,1/26/14,EV,JFK,IAD,0
2014,1,24,1/24/14,EV,JFK,IAD,31
2014,1,30,1/30/14,EV,JFK,IAD,39
2014,1,18,1/18/14,EV,JFK,IAD,10
2014,1,11,1/11/14,EV,JFK,IAD,
2014,1,5,1/5/14,EV,JFK,IAD,
2014,1,3,1/3/14,EV,JFK,IAD,
2014,1,1,1/1/14,EV,JFK,IAD,0
2014,1,2,1/2/14,EV,JFK,IAD,
2014,1,7,1/7/14,EV,JFK,IAD,77
2014,1,4,1/4/14,EV,JFK,IAD,221
2014,1,12,1/12/14,EV,JFK,IAD,5
2014,1,5,1/5/14,EV,JFK,IAD,87
2014,1,13,1/13/14,EV,JFK,IAD,0
2014,1,9,1/9/14,EV,JFK,IAD,0
2014,1,19,1/19/14,EV,JFK,IAD,0
2014,1,21,1/21/14,EV,JFK,IAD,
2014,1,6,1/6/14,EV,JFK,IAD,50
2014,1,15,1/15/14,EV,JFK,IAD,26
2014,1,17,1/17/14,EV,JFK,IAD,10
2014,1,23,1/23/14,EV,JFK,IAD,0
2014,1,14,1/14/14,EV,JFK,IAD,8
2014,1,29,1/29/14,EV,JFK,IAD,116
2014,1,31,1/31/14,EV,JFK,IAD,0
2014,1,27,1/27/14,EV,JFK,IAD,39
2014,1,10,1/10/14,EV,JFK,IAD,0
2014,1,20,1/20/14,EV,JFK,IAD,13
2014,1,22,1/22/14,EV,JFK,IAD,5
2014,1,8,1/8/14,EV,JFK,IAD,13
2014,1,28,1/28/14,EV,JFK,IAD,0
2014,1,26,1/26/14,EV,JFK,IAD,16
2014,1,24,1/24/14,EV,JFK,IAD,5
2014,1,30,1/30/14,EV,JFK,IAD,11
2014,1,3,1/3/14,EV,JFK,IAD,
2014,1,16,1/16/14,EV,JFK,IAD,
2014,1,13,1/13/14,EV,JFK,IAD,0
2014,1,15,1/15/14,EV,JFK,IAD,0
2014,1,17,1/17/14,EV,JFK,IAD,0
2014,1,9,1/9/14,EV,JFK,IAD,0
2014,1,21,1/21/14,EV,JFK,IAD,0
2014,1,23,1/23/14,EV,JFK,IAD,11
2014,1,14,1/14/14,EV,JFK,IAD,33
2014,1,31,1/31/14,EV,JFK,IAD,0
2014,1,27,1/27/14,EV,JFK,IAD,0
2014,1,29,1/29/14,EV,JFK,IAD,0
2014,1,20,1/20/14,EV,JFK,IAD,0
2014,1,10,1/10/14,EV,JFK,IAD,0
2014,1,22,1/22/14,EV,JFK,IAD,
2014,1,28,1/28/14,EV,JFK,IAD,0
2014,1,16,1/16/14,EV,JFK,IAD,0
2014,1,24,1/24/14,EV,JFK,IAD,0
2014,1,8,1/8/14,EV,JFK,IAD,
2014,1,30,1/30/14,EV,JFK,IAD,
2014,1,7,1/7/14,EV,JFK,IAD,
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,31,1/31/14,UA,JFK,SFO,20
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,30,1/30/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,30,1/30/14,UA,JFK,SFO,3
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,30,1/30/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,30,1/30/14,UA,JFK,LAX,1
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,30,1/30/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,SFO,1
2014,1,30,1/30/14,UA,JFK,LAX,0
2014,1,1,1/1/14,MQ,JFK,IND,0
2014,1,2,1/2/14,MQ,JFK,IND,291
2014,1,3,1/3/14,MQ,JFK,IND,
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,31,1/31/14,UA,JFK,SFO,0
2014,1,31,1/31/14,UA,JFK,LAX,0
2014,1,30,1/30/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,28,1/28/14,UA,JFK,LAX,0
2014,1,28,1/28/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,LAX,0
2014,1,26,1/26/14,UA,JFK,SFO,1
2014,1,26,1/26/14,UA,JFK,LAX,19
2014,1,26,1/26/14,UA,JFK,SFO,46
2014,1,26,1/26/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,LAX,1
2014,1,26,1/26/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,LAX,0
2014,1,26,1/26/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,SFO,0
2014,1,26,1/26/14,UA,JFK,LAX,2
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,0
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,0
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,296
2014,1,29,1/29/14,UA,JFK,SFO,0
2014,1,29,1/29/14,UA,JFK,LAX,0
2014,1,29,1/29/14,UA,JFK,SFO,0
2014,1,29,1/29/14,UA,JFK,LAX,15
2014,1,29,1/29/14,UA,JFK,SFO,0
2014,1,29,1/29/14,UA,JFK,SFO,196
2014,1,29,1/29/14,UA,JFK,SFO,4
2014,1,29,1/29/14,UA,JFK,LAX,0
2014,1,29,1/29/14,UA,JFK,SFO,43
2014,1,29,1/29/14,UA,JFK,LAX,76
2014,1,29,1/29/14,UA,JFK,SFO,55
2014,1,29,1/29/14,UA,JFK,LAX,0
2014,1,29,1/29/14,UA,JFK,SFO,43
2014,1,29,1/29/14,UA,JFK,LAX,0
2014,1,24,1/24/14,UA,JFK,SFO,0
2014,1,24,1/24/14,UA,JFK,LAX,0
2014,1,24,1/24/14,UA,JFK,SFO,0
2014,1,24,1/24/14,UA,JFK,LAX,39
2014,1,24,1/24/14,UA,JFK,SFO,0
2014,1,24,1/24/14,UA,JFK,SFO,213
2014,1,24,1/24/14,UA,JFK,SFO,1
2014,1,24,1/24/14,UA,JFK,LAX,1
2014,1,24,1/24/14,UA,JFK,SFO,36
2014,1,24,1/24/14,UA,JFK,LAX,20
2014,1,24,1/24/14,UA,JFK,SFO,0
2014,1,24,1/24/14,UA,JFK,LAX,0
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,0
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,0
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,SFO,65
2014,1,27,1/27/14,UA,JFK,SFO,0
2014,1,27,1/27/14,UA,JFK,LAX,0
2014,1,25,1/25/14,UA,JFK,SFO,3
2014,1,25,1/25/14,UA,JFK,SFO,0
2014,1,25,1/25/14,UA,JFK,SFO,82
2014,1,25,1/25/14,UA,JFK,LAX,13
2014,1,25,1/25/14,UA,JFK,LAX,0
2014,1,25,1/25/14,UA,JFK,SFO,19
2014,1,25,1/25/14,UA,JFK,LAX,6
2014,1,25,1/25/14,UA,JFK,SFO,0
2014,1,25,1/25/14,UA,JFK,LAX,0
2014,1,25,1/25/14,UA,JFK,SFO,0
2014,1,25,1/25/14,UA,JFK,LAX,0
2014,1,21,1/21/14,UA,JFK,SFO,
2014,1,21,1/21/14,UA,JFK,LAX,34
2014,1,23,1/23/14,UA,JFK,SFO,41
2014,1,23,1/23/14,UA,JFK,LAX,0
2014,1,23,1/23/14,UA,JFK,SFO,0
2014,1,23,1/23/14,UA,JFK,LAX,0
2014,1,23,1/23/14,UA,JFK,SFO,0
2014,1,23,1/23/14,UA,JFK,SFO,51
2014,1,23,1/23/14,UA,JFK,SFO,0
2014,1,23,1/23/14,UA,JFK,LAX,0
2014,1,23,1/23/14,UA,JFK,SFO,0
2014,1,23,1/23/14,UA,JFK,LAX,12
2014,1,23,1/23/14,UA,JFK,SFO,1
2014,1,20,1/20/14,UA,JFK,SFO,12
2014,1,20,1/20/14,UA,JFK,LAX,0
2014,1,20,1/20/14,UA,JFK,SFO,0
2014,1,20,1/20/14,UA,JFK,LAX,37
2014,1,20,1/20/14,UA,JFK,SFO,8
2014,1,20,1/20/14,UA,JFK,SFO,98
2014,1,20,1/20/14,UA,JFK,SFO,0
2014,1,20,1/20/14,UA,JFK,LAX,0
2014,1,20,1/20/14,UA,JFK,SFO,0
2014,1,20,1/20/14,UA,JFK,LAX,0
2014,1,20,1/20/14,UA,JFK,SFO,0
2014,1,20,1/20/14,UA,JFK,LAX,24
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,LAX,0
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,LAX,16
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,LAX,0
2014,1,19,1/19/14,UA,JFK,SFO,7
2014,1,19,1/19/14,UA,JFK,LAX,0
2014,1,21,1/21/14,UA,JFK,SFO,0
2014,1,21,1/21/14,UA,JFK,LAX,
2014,1,21,1/21/14,UA,JFK,SFO,0
2014,1,21,1/21/14,UA,JFK,SFO,
2014,1,21,1/21/14,UA,JFK,SFO,20
2014,1,21,1/21/14,UA,JFK,LAX,0
2014,1,21,1/21/14,UA,JFK,SFO,
2014,1,21,1/21/14,UA,JFK,LAX,
2014,1,21,1/21/14,UA,JFK,SFO,9
2014,1,21,1/21/14,UA,JFK,LAX,0
2014,1,21,1/21/14,UA,JFK,SFO,99
2014,1,21,1/21/14,UA,JFK,LAX,244
2014,1,18,1/18/14,UA,JFK,SFO,0
2014,1,18,1/18/14,UA,JFK,LAX,0
2014,1,18,1/18/14,UA,JFK,LAX,0
2014,1,18,1/18/14,UA,JFK,SFO,0
2014,1,18,1/18/14,UA,JFK,LAX,0
2014,1,18,1/18/14,UA,JFK,SFO,1
2014,1,18,1/18/14,UA,JFK,LAX,0
2014,1,18,1/18/14,UA,JFK,SFO,0
2014,1,18,1/18/14,UA,JFK,LAX,0
2014,1,20,1/20/14,UA,JFK,SFO,0
2014,1,20,1/20/14,UA,JFK,LAX,0
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,SFO,0
2014,1,19,1/19/14,UA,JFK,LAX,0
2014,1,18,1/18/14,UA,JFK,SFO,0
2014,1,18,1/18/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,LAX,10
2014,1,17,1/17/14,UA,JFK,SFO,1
2014,1,17,1/17/14,UA,JFK,LAX,4
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,LAX,0
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,LAX,138
2014,1,15,1/15/14,UA,JFK,LAX,70
2014,1,17,1/17/14,UA,JFK,SFO,9
2014,1,17,1/17/14,UA,JFK,LAX,4
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,17,1/17/14,UA,JFK,LAX,24
2014,1,17,1/17/14,UA,JFK,SFO,0
2014,1,16,1/16/14,UA,JFK,SFO,8
2014,1,16,1/16/14,UA,JFK,LAX,4
2014,1,16,1/16/14,UA,JFK,SFO,0
2014,1,16,1/16/14,UA,JFK,LAX,0
2014,1,16,1/16/14,UA,JFK,SFO,0
2014,1,16,1/16/14,UA,JFK,SFO,11
2014,1,16,1/16/14,UA,JFK,SFO,0
2014,1,16,1/16/14,UA,JFK,LAX,0
2014,1,16,1/16/14,UA,JFK,SFO,20
2014,1,16,1/16/14,UA,JFK,LAX,20
2014,1,16,1/16/14,UA,JFK,SFO,0
2014,1,16,1/16/14,UA,JFK,LAX,0
2014,1,16,1/16/14,UA,JFK,SFO,2
2014,1,16,1/16/14,UA,JFK,LAX,21
2014,1,13,1/13/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,0
2014,1,13,1/13/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,1
2014,1,13,1/13/14,UA,JFK,SFO,0
2014,1,13,1/13/14,UA,JFK,SFO,0
2014,1,13,1/13/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,0
2014,1,13,1/13/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,12
2014,1,13,1/13/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,0
2014,1,15,1/15/14,UA,JFK,SFO,112
2014,1,15,1/15/14,UA,JFK,LAX,0
2014,1,15,1/15/14,UA,JFK,SFO,0
2014,1,15,1/15/14,UA,JFK,LAX,21
2014,1,15,1/15/14,UA,JFK,SFO,32
2014,1,15,1/15/14,UA,JFK,SFO,0
2014,1,15,1/15/14,UA,JFK,SFO,6
2014,1,15,1/15/14,UA,JFK,LAX,0
2014,1,15,1/15/14,UA,JFK,SFO,21
2014,1,15,1/15/14,UA,JFK,LAX,48
2014,1,15,1/15/14,UA,JFK,SFO,72
2014,1,15,1/15/14,UA,JFK,LAX,13
2014,1,15,1/15/14,UA,JFK,SFO,69
2014,1,14,1/14/14,UA,JFK,SFO,0
2014,1,14,1/14/14,UA,JFK,LAX,0
2014,1,14,1/14/14,UA,JFK,SFO,9
2014,1,14,1/14/14,UA,JFK,LAX,0
2014,1,14,1/14/14,UA,JFK,SFO,12
2014,1,14,1/14/14,UA,JFK,LAX,0
2014,1,13,1/13/14,UA,JFK,SFO,4
2014,1,14,1/14/14,UA,JFK,SFO,7
2014,1,14,1/14/14,UA,JFK,LAX,0
2014,1,14,1/14/14,UA,JFK,SFO,0
2014,1,14,1/14/14,UA,JFK,LAX,2
2014,1,14,1/14/14,UA,JFK,SFO,16
2014,1,14,1/14/14,UA,JFK,SFO,0
2014,1,14,1/14/14,UA,JFK,SFO,0
2014,1,14,1/14/14,UA,JFK,LAX,11
2014,1,12,1/12/14,UA,JFK,SFO,0
2014,1,12,1/12/14,UA,JFK,LAX,6
2014,1,12,1/12/14,UA,JFK,SFO,0
2014,1,12,1/12/14,UA,JFK,LAX,8
2014,1,12,1/12/14,UA,JFK,SFO,0
2014,1,12,1/12/14,UA,JFK,SFO,0
2014,1,12,1/12/14,UA,JFK,LAX,0
2014,1,12,1/12/14,UA,JFK,SFO,1
2014,1,12,1/12/14,UA,JFK,LAX,7
2014,1,12,1/12/14,UA,JFK,SFO,0
2014,1,12,1/12/14,UA,JFK,SFO,27
2014,1,12,1/12/14,UA,JFK,LAX,0
2014,1,10,1/10/14,UA,JFK,LAX,3
2014,1,13,1/13/14,UA,JFK,LAX,3
2014,1,11,1/11/14,UA,JFK,SFO,9
2014,1,11,1/11/14,UA,JFK,LAX,24
2014,1,11,1/11/14,UA,JFK,SFO,10
2014,1,11,1/11/14,UA,JFK,SFO,0
2014,1,11,1/11/14,UA,JFK,LAX,0
2014,1,11,1/11/14,UA,JFK,LAX,0
2014,1,11,1/11/14,UA,JFK,SFO,207
2014,1,11,1/11/14,UA,JFK,LAX,40
2014,1,11,1/11/14,UA,JFK,SFO,8
2014,1,11,1/11/14,UA,JFK,SFO,1
2014,1,11,1/11/14,UA,JFK,LAX,0
2014,1,9,1/9/14,UA,JFK,SFO,2
2014,1,24,1/24/14,UA,JFK,SFO,2
2014,1,24,1/24/14,UA,JFK,LAX,0
2014,1,22,1/22/14,UA,JFK,SFO,0
2014,1,22,1/22/14,UA,JFK,SFO,
2014,1,22,1/22/14,UA,JFK,LAX,
2014,1,22,1/22/14,UA,JFK,SFO,0
2014,1,22,1/22/14,UA,JFK,LAX,9
2014,1,22,1/22/14,UA,JFK,SFO,62
2014,1,22,1/22/14,UA,JFK,LAX,120
2014,1,22,1/22/14,UA,JFK,SFO,
2014,1,22,1/22/14,UA,JFK,LAX,17
2014,1,8,1/8/14,UA,JFK,SFO,0
2014,1,8,1/8/14,UA,JFK,LAX,0
2014,1,8,1/8/14,UA,JFK,SFO,0
2014,1,8,1/8/14,UA,JFK,LAX,31
2014,1,8,1/8/14,UA,JFK,SFO,14
2014,1,8,1/8/14,UA,JFK,SFO,55
2014,1,8,1/8/14,UA,JFK,SFO,9
2014,1,8,1/8/14,UA,JFK,LAX,0
2014,1,10,1/10/14,UA,JFK,SFO,10
2014,1,10,1/10/14,UA,JFK,LAX,23
2014,1,10,1/10/14,UA,JFK,SFO,0
2014,1,10,1/10/14,UA,JFK,LAX,3
2014,1,10,1/10/14,UA,JFK,SFO,0
2014,1,10,1/10/14,UA,JFK,SFO,7
2014,1,10,1/10/14,UA,JFK,SFO,0
2014,1,10,1/10/14,UA,JFK,LAX,0
2014,1,10,1/10/14,UA,JFK,SFO,0
2014,1,10,1/10/14,UA,JFK,LAX,5
2014,1,10,1/10/14,UA,JFK,SFO,0
2014,1,10,1/10/14,UA,JFK,LAX,0
2014,1,10,1/10/14,UA,JFK,SFO,2
2014,1,7,1/7/14,UA,JFK,SFO,13
2014,1,7,1/7/14,UA,JFK,LAX,47
2014,1,7,1/7/14,UA,JFK,SFO,61
2014,1,7,1/7/14,UA,JFK,LAX,0
2014,1,7,1/7/14,UA,JFK,SFO,109
2014,1,7,1/7/14,UA,JFK,SFO,4
2014,1,7,1/7/14,UA,JFK,SFO,31
2014,1,7,1/7/14,UA,JFK,LAX,4
2014,1,7,1/7/14,UA,JFK,SFO,13
2014,1,7,1/7/14,UA,JFK,LAX,20
2014,1,7,1/7/14,UA,JFK,SFO,0
2014,1,9,1/9/14,UA,JFK,LAX,1
2014,1,9,1/9/14,UA,JFK,SFO,0
2014,1,9,1/9/14,UA,JFK,LAX,0
2014,1,9,1/9/14,UA,JFK,SFO,0
2014,1,9,1/9/14,UA,JFK,LAX,5
2014,1,6,1/6/14,UA,JFK,SFO,2
